Kinase_UniprotID,name,pathways,Database
Q14397,GCKR,TLR,SignaLink
O14763,TNFRSF10B,TLR,SignaLink
Q16512,PKN1,WNT/Wingless,SignaLink
Q16890,TPD52L1,WNT/Wingless,SignaLink
O60331,PIP5K1C,HIPPO,SignaLink
P22223,CDH3,HIPPO,SignaLink
Q86UP0,CDH24,HIPPO,SignaLink
P33076,CIITA,JAK/STAT,SignaLink
P33076,CIITA,TNF|JAK/STAT|RTK|IIP,SignaLink
Q9Y230,RUVBL2,NHR|TGF|TLR|RTK|TCR,SignaLink
Q9Y265,RUVBL1,JAK/STAT,SignaLink
P14316,IRF2,JAK/STAT,SignaLink
Q9Y265,RUVBL1,WNT/Wingless,SignaLink
Q9Y230,RUVBL2,WNT/Wingless,SignaLink
Q04637,EIF4G1,WNT/Wingless,SignaLink
Q9Y5U5,TNFRSF18,TLR,SignaLink
P20774,OGN,BCR|HH,SignaLink
P10914,IRF1,TNF|RTK,SignaLink
O15392,BIRC5,NHR|TGF|TLR|RTK|TCR,SignaLink
Q92905,COPS5,JAK/STAT,SignaLink
P40306,PSMB10,JAK/STAT,SignaLink
O15537,RS1,JAK/STAT,SignaLink
P14415,ATP1B2,JAK/STAT,SignaLink
P15170,GSPT1,TLR,SignaLink
Q02556,IRF8,BCR|TLR|TCR,SignaLink
P23284,PPIB,BCR|TLR|TCR,SignaLink
P10914,IRF1,BCR|TLR|TCR,SignaLink
P33076,CIITA,BCR|TLR|TCR,SignaLink
Q6SZW1,SARM1,BCR|TLR|TCR,SignaLink
O15537,RS1,BCR|TLR|TCR,SignaLink
P53999,SUB1,WNT/Wingless|TGF|TCR,SignaLink
P68400,CSNK2A1,WNT/Wingless,SignaLink
P10914,IRF1,WNT/Wingless,SignaLink
Q9BTT4,MED10,WNT/Wingless,SignaLink
P35269,GTF2F1,WNT/Wingless,SignaLink
P51955,NEK2,WNT/Wingless|TGF|TCR,SignaLink
P10914,IRF1,TLR|JAK/STAT,SignaLink
P24385,CCND1,JAK/STAT,SignaLink
P10914,IRF1,NHR|TGF|TLR|RTK|TCR,SignaLink
O95998,IL18BP,NHR|TGF|TLR|RTK|TCR,SignaLink
P53999,SUB1,NHR|TGF|TLR|RTK|TCR,SignaLink
P13232,IL7,JAK/STAT,SignaLink
Q15545,TAF7,JAK/STAT,SignaLink
Q9BV47,DUSP26,JAK/STAT,SignaLink
P17275,JUNB,JAK/STAT,SignaLink
Q9H9T3,ELP3,JAK/STAT,SignaLink
Q16584,MAP3K11,RTK,SignaLink
P10914,IRF1,RTK|TGF|TCR,SignaLink
P41279,MAP3K8,RTK|TLR|TCR,SignaLink
P49773,HINT1,WNT/Wingless|TGF|TCR,SignaLink
P49773,HINT1,BCR|TLR|TCR,SignaLink
Q9Y618,NCOR2,Notch,SignaLink
Q15545,TAF7,NHR|TGF|TLR|RTK|TCR,SignaLink
Q9BZK7,TBL1XR1,TLR,SignaLink
P62258,YWHAE,TLR,SignaLink
O15360,FANCA,TNF|RTK|TLR|IIP,SignaLink
Q07157,TJP1,TLR,SignaLink
P48736,PIK3CG,RTK|TLR,SignaLink
P29992,GNA11,RTK|TLR,SignaLink
P29992,GNA11,RTK|TCR,SignaLink
Q8TEL6,TRPC4AP,JAK/STAT|IIP,SignaLink
Q8TEL6,TRPC4AP,TNF|RTK|IIP,SignaLink
P10809,HSPD1,TNF|RTK|IIP,SignaLink
P04792,HSPB1,RTK,SignaLink
P0DMV9,HSPA1B,RTK,SignaLink
O75962,TRIO,WNT/Wingless|TGF|TCR,SignaLink
P04626,ERBB2,RTK,SignaLink
P17931,LGALS3,RTK,SignaLink
O75569,PRKRA,BCR|RTK|TCR|IIP,SignaLink
P14923,JUP,BCR|RTK|TCR|IIP,SignaLink
O00559,EBAG9,WNT/Wingless|RTK|TGF,SignaLink
P03372,ESR1,NHR|TGF,SignaLink
O00559,EBAG9,JAK/STAT,SignaLink
Q9Y6Q9,NCOA3,RTK,SignaLink
Q9Y3R0,GRIP1,WNT/Wingless|TGF|TCR,SignaLink
P07288,KLK3,WNT/Wingless|TGF|TCR,SignaLink
P84243,H3-3A,WNT/Wingless|TGF|TCR,SignaLink
Q03405,PLAUR,WNT/Wingless|TGF|TCR,SignaLink
P26651,ZFP36,RTK,SignaLink
Q00534,CDK6,JAK/STAT,SignaLink
P15291,B4GALT1,JAK/STAT,SignaLink
P02745,C1QA,BCR,SignaLink
P52294,KPNA1,JAK/STAT,SignaLink
Q9P126,CLEC1B,JAK/STAT|NHR|TCR|IIP,SignaLink
O43293,DAPK3,BCR,SignaLink
P36941,LTBR,IIP,SignaLink
P51692,STAT5B,JAK/STAT|NHR|TCR|IIP,SignaLink
Q14247,CTTN,BCR,SignaLink
O14745,SLC9A3R1,NHR|TGF|JAK/STAT,SignaLink
Q07889,SOS1,TNF|BCR|RTK|TCR|IIP,SignaLink
Q07890,SOS2,TCR|IIP,SignaLink
P06213,INSR,RTK,SignaLink
P05362,ICAM1,TLR|JAK/STAT,SignaLink
P35240,NF2,BCR|TGF,SignaLink
P04839,CYBB,NHR|TGF|TLR|RTK|TCR,SignaLink
P12318,FCGR2A,BCR|RTK|TLR|TCR,SignaLink
P09693,CD3G,TCR,SignaLink
P07359,GP1BA,BCR|RTK|TCR|IIP,SignaLink
Q96CW1,AP2M1,NHR|TGF|JAK/STAT,SignaLink
Q14247,CTTN,JAK/STAT,SignaLink
P49913,CAMP,TCR,SignaLink
P49790,NUP153,TGF,SignaLink
P62333,PSMC6,TCR|NHR|TLR|RTK|JAK/STAT,SignaLink
O60658,PDE8A,TCR|NHR|TLR|RTK|JAK/STAT,SignaLink
O60658,PDE8A,BCR|TLR|TCR,SignaLink
O60658,PDE8A,BCR|TLR,SignaLink
P11473,VDR,NHR,SignaLink
Q96RJ3,TNFRSF13C,IIP,SignaLink
Q9UBT2,UBA2,BCR|TLR|TCR,SignaLink
Q9UBT2,UBA2,TLR|JAK/STAT,SignaLink
P24158,PRTN3,BCR|TLR|TCR,SignaLink
P08311,CTSG,RTK|IIP,SignaLink
P08246,ELANE,RTK|IIP,SignaLink
P63279,UBE2I,TCR|NHR|TLR|RTK|JAK/STAT,SignaLink
P67870,CSNK2B,TCR|NHR|TLR|RTK|JAK/STAT,SignaLink
O75928,PIAS2,JAK/STAT,SignaLink
P14902,IDO1,BCR|TLR|TCR,SignaLink
Q9GZR7,DDX24,BCR|TLR|TCR,SignaLink
Q96EY1,DNAJA3,BCR|TLR|TCR,SignaLink
Q96EY1,DNAJA3,WNT/Wingless,SignaLink
Q96EY1,DNAJA3,RTK|TCR|IIP,SignaLink
P52333,JAK3,JAK/STAT|TCR|IIP,SignaLink
P63279,UBE2I,JAK/STAT|TCR|IIP,SignaLink
Q13330,MTA1,JAK/STAT|TCR|IIP,SignaLink
Q12873,CHD3,JAK/STAT|TCR|IIP,SignaLink
P78368,CSNK1G2,JAK/STAT|TCR|IIP,SignaLink
Q9UBB5,MBD2,JAK/STAT|TCR|IIP,SignaLink
Q9C0K0,BCL11B,JAK/STAT|TCR|IIP,SignaLink
O95983,MBD3,JAK/STAT|TCR|IIP,SignaLink
Q04917,YWHAH,JAK/STAT|TCR|IIP,SignaLink
P05362,ICAM1,BCR|TLR,SignaLink
P35228,NOS2,RTK|TLR|TCR,SignaLink
P35228,NOS2,BCR|TLR|TCR,SignaLink
O14980,XPO1,TGF,SignaLink
P51812,RPS6KA3,RTK,SignaLink
Q9UKG1,APPL1,RTK|TLR,SignaLink
Q01201,RELB,RTK,SignaLink
P23945,FSHR,RTK,SignaLink
Q9UKG1,APPL1,RTK,SignaLink
P35869,AHR,TLR,SignaLink
P35869,AHR,RTK|JAK/STAT,SignaLink
P04798,CYP1A1,RTK|JAK/STAT,SignaLink
Q00653,NFKB2,RTK|IIP,SignaLink
Q00978,IRF9,JAK/STAT,SignaLink
O00505,KPNA3,JAK/STAT,SignaLink
O00629,KPNA4,RTK|IIP,SignaLink
O60684,KPNA6,RTK|IIP,SignaLink
Q04864,REL,BCR,SignaLink
O00626,CCL22,IIP,SignaLink
P29460,IL12B,TLR,SignaLink
Q13309,SKP2,TLR,SignaLink
Q02556,IRF8,IIP,SignaLink
Q9Y375,NDUFAF1,IIP,SignaLink
P10914,IRF1,RTK,SignaLink
Q9Y375,NDUFAF1,BCR,SignaLink
P17947,SPI1,BCR,SignaLink
Q6PD62,CTR9,JAK/STAT|NHR|TCR|IIP,SignaLink
P04406,GAPDH,JAK/STAT|NHR|TCR|IIP,SignaLink
P02679,FGG,JAK/STAT|NHR|TCR|IIP,SignaLink
Q8WVC0,LEO1,JAK/STAT|NHR|TCR|IIP,SignaLink
Q8WVC0,LEO1,WNT/Wingless|RTK|TLR|JAK/STAT,SignaLink
P02679,FGG,WNT/Wingless|RTK|TLR|JAK/STAT,SignaLink
P00390,GSR,BCR|TCR|JAK/STAT,SignaLink
P07858,CTSB,BCR|TLR|TCR,SignaLink
P07339,CTSD,BCR|TLR|TCR,SignaLink
Q9BYH8,NFKBIZ,BCR|TLR|TCR,SignaLink
Q9BYH8,NFKBIZ,BCR|TLR,SignaLink
Q96C10,DHX58,IIP,SignaLink
P16050,ALOX15,IIP,SignaLink
P18146,EGR1,IIP,SignaLink
Q02548,PAX5,IIP,SignaLink
P09914,IFIT1,BCR,SignaLink
P43694,GATA4,BCR,SignaLink
P23771,GATA3,WNT/Wingless,SignaLink
P15923,TCF3,WNT/Wingless,SignaLink
Q99743,NPAS2,WNT/Wingless,SignaLink
P10914,IRF1,RTK|Notch,SignaLink
Q9H6S1,AZI2,IIP,SignaLink
Q8WXG1,RSAD2,IIP,SignaLink
P60228,EIF3E,BCR,SignaLink
Q9Y275,TNFSF13B,IIP,SignaLink
Q16548,BCL2A1,IIP,SignaLink
P17676,CEBPB,IIP,SignaLink
Q92945,KHSRP,BCR,SignaLink
P06734,FCER2,BCR,SignaLink
Q8WXG1,RSAD2,BCR,SignaLink
P0DP23,CALM1,BCR|TCR|IIP,SignaLink
P32519,ELF1,BCR|TLR|TCR,SignaLink
P01589,IL2RA,JAK/STAT,SignaLink
P0DP23,CALM1,JAK/STAT,SignaLink
P32519,ELF1,JAK/STAT,SignaLink
P32519,ELF1,TLR,SignaLink
Q99732,LITAF,TGF|JAK/STAT,SignaLink
Q99732,LITAF,JAK/STAT,SignaLink
Q96KP6,TNIP3,BCR|TLR|TCR,SignaLink
Q03169,TNFAIP2,TLR,SignaLink
Q9Y258,CCL26,IIP,SignaLink
Q9UPN7,PPP6R1,TLR,SignaLink
Q5H9R7,PPP6R3,TLR,SignaLink
O75170,PPP6R2,TLR,SignaLink
P16871,IL7R,JAK/STAT,SignaLink
Q15025,TNIP1,JAK/STAT,SignaLink
P19875,CXCL2,IIP,SignaLink
P19876,CXCL3,IIP,SignaLink
P08047,SP1,RTK|HH|TLR,SignaLink
Q13177,PAK2,RTK|TGF,SignaLink
P11021,HSPA5,RTK|TGF,SignaLink
P11021,HSPA5,JAK/STAT,SignaLink
Q14155,ARHGEF7,JAK/STAT,SignaLink
Q13813,SPTAN1,RTK|TGF,SignaLink
P35579,MYH9,RTK|TGF,SignaLink
P60709,ACTB,RTK|TGF,SignaLink
P50402,EMD,RTK|TGF,SignaLink
Q13287,NMI,RTK|TGF,SignaLink
Q8WWI1,LMO7,RTK|TGF,SignaLink
Q13227,GPS2,RTK|TGF,SignaLink
Q12965,MYO1E,RTK|TGF,SignaLink
Q15746,MYLK,RTK|TGF,SignaLink
P01236,PRL,NHR|JAK/STAT,SignaLink
Q02779,MAP3K10,RTK,SignaLink
P50552,VASP,WNT/Wingless|RTK|TGF,SignaLink
Q9BZK7,TBL1XR1,WNT/Wingless|RTK|TGF,SignaLink
P10912,GHR,NHR|JAK/STAT,SignaLink
Q8WXH5,SOCS4,JAK/STAT,SignaLink
Q14934,NFATC4,RTK|TLR|TCR,SignaLink
Q15369,ELOC,JAK/STAT,SignaLink
Q15370,ELOB,JAK/STAT,SignaLink
Q9UBF6,RNF7,JAK/STAT,SignaLink
Q93034,CUL5,JAK/STAT,SignaLink
O14508,SOCS2,NHR|RTK|JAK/STAT,SignaLink
P35240,NF2,RTK|TCR|IIP,SignaLink
O75582,RPS6KA5,RTK,SignaLink
P06493,CDK1,RTK|TLR,SignaLink
Q9UBF6,RNF7,RTK|TCR|IIP,SignaLink
Q93034,CUL5,RTK|TCR|IIP,SignaLink
Q99619,SPSB2,RTK|TCR|IIP,SignaLink
Q15370,ELOB,RTK|TCR|IIP,SignaLink
Q99619,SPSB2,RTK,SignaLink
P28562,DUSP1,RTK,SignaLink
Q96S21,RAB40C,RTK,SignaLink
Q15369,ELOC,RTK,SignaLink
Q15370,ELOB,RTK,SignaLink
Q9Y6I7,WSB1,RTK,SignaLink
P13631,RARG,NHR,SignaLink
P10276,RARA,NHR,SignaLink
Q15370,ELOB,RTK|TLR,SignaLink
P40337,VHL,RTK|TLR,SignaLink
Q13418,ILK,RTK|TLR,SignaLink
Q96L50,LRR1,TCR|IIP,SignaLink
Q9UK73,FEM1B,TCR|IIP,SignaLink
Q9UK73,FEM1B,HH,SignaLink
Q15370,ELOB,HH,SignaLink
Q14247,CTTN,RTK|TCR|IIP,SignaLink
P18031,PTPN1,NHR|RTK|JAK/STAT,SignaLink
Q92841,DDX17,NHR|RTK|JAK/STAT,SignaLink
Q15369,ELOC,NHR|RTK|JAK/STAT,SignaLink
Q15370,ELOB,NHR|RTK|JAK/STAT,SignaLink
Q9UBF6,RNF7,NHR|RTK|JAK/STAT,SignaLink
Q93034,CUL5,NHR|RTK|JAK/STAT,SignaLink
P40337,VHL,NHR|RTK|JAK/STAT,SignaLink
Q8WXA9,SREK1,NHR|RTK|JAK/STAT,SignaLink
Q15424,SAFB,NHR|RTK|JAK/STAT,SignaLink
P15153,RAC2,RTK|IIP,SignaLink
P53350,PLK1,RTK|TCR|IIP,SignaLink
O75159,SOCS5,JAK/STAT,SignaLink
Q14141,SEPTIN6,JAK/STAT,SignaLink
O75914,PAK3,JAK/STAT,SignaLink
Q16620,NTRK2,RTK,SignaLink
Q16288,NTRK3,RTK,SignaLink
P29376,LTK,RTK,SignaLink
Q7Z569,BRAP,WNT/Wingless|Notch|TLR|RTK|JAK/STAT,SignaLink
P23467,PTPRB,RTK|JAK/STAT,SignaLink
Q7Z569,BRAP,RTK|JAK/STAT,SignaLink
Q15027,ACAP1,IIP,SignaLink
Q7L5N1,COPS6,IIP,SignaLink
Q96RT1,ERBIN,TGF|IIP,SignaLink
Q9Y2Z0,SUGT1,IIP,SignaLink
P14635,CCNB1,IIP,SignaLink
Q8WXF8,DEDD2,IIP,SignaLink
O75618,DEDD,IIP,SignaLink
Q9BX69,CARD6,IIP,SignaLink
P40337,VHL,IIP,SignaLink
Q9H257,CARD9,IIP,SignaLink
P40337,VHL,WNT/Wingless,SignaLink
Q9UNS2,COPS3,TNF|RTK|TLR,SignaLink
Q9UNS2,COPS3,IIP,SignaLink
P37840,SNCA,IIP,SignaLink
Q9BUZ4,TRAF4,IIP,SignaLink
O14744,PRMT5,IIP,SignaLink
P35579,MYH9,IIP,SignaLink
Q96EQ8,RNF125,IIP,SignaLink
O15018,PDZD2,WNT/Wingless|NHR|TGF|RTK,SignaLink
Q15303,ERBB4,RTK|JAK/STAT,SignaLink
P12814,ACTN1,TGF|IIP,SignaLink
P78352,DLG4,TGF|IIP,SignaLink
Q12959,DLG1,TCR,SignaLink
Q12979,ABR,TCR,SignaLink
O00192,ARVCF,TGF|IIP,SignaLink
P11274,BCR,RTK,SignaLink
P08311,CTSG,TGF|IIP,SignaLink
P22460,KCNA5,TGF|IIP,SignaLink
P53778,MAPK12,RTK|TLR,SignaLink
P48065,SLC6A12,TGF|IIP,SignaLink
Q01814,ATP2B2,TNF|RTK|TLR|IIP,SignaLink
Q13424,SNTA1,TGF|IIP,SignaLink
Q9UKP5,ADAMTS6,TGF|IIP,SignaLink
P25100,ADRA1D,TGF|IIP,SignaLink
P11766,ADH5,TGF|IIP,SignaLink
Q01814,ATP2B2,TGF|IIP,SignaLink
P53618,COPB1,TGF|IIP,SignaLink
Q16581,C3AR1,TGF|IIP,SignaLink
P07148,FABP1,TGF|IIP,SignaLink
P15248,IL9,JAK/STAT,SignaLink
Q13424,SNTA1,JAK/STAT,SignaLink
P63252,KCNJ2,JAK/STAT,SignaLink
P48050,KCNJ4,JAK/STAT,SignaLink
P25800,LMO1,JAK/STAT,SignaLink
P33993,MCM7,JAK/STAT,SignaLink
P27816,MAP4,JAK/STAT,SignaLink
Q99712,KCNJ15,JAK/STAT,SignaLink
P22460,KCNA5,RTK,SignaLink
Q13424,SNTA1,RTK,SignaLink
P35080,PFN2,RTK,SignaLink
P11801,PSKH1,RTK,SignaLink
P35499,SCN4A,RTK,SignaLink
P11169,SLC2A3,RTK,SignaLink
P48645,NMU,RTK,SignaLink
P30872,SSTR1,RTK,SignaLink
Q9NPP4,NLRC4,IIP,SignaLink
Q01959,SLC6A3,IIP,SignaLink
Q13424,SNTA1,IIP,SignaLink
P18440,NAT1,IIP,SignaLink
O60669,SLC16A7,IIP,SignaLink
Q14258,TRIM25,IIP,SignaLink
Q92993,KAT5,IIP,SignaLink
P51813,BMX,IIP,SignaLink
P51531,SMARCA2,IIP,SignaLink
O14798,TNFRSF10C,IIP,SignaLink
Q14241,ELOA,IIP,SignaLink
Q9UNN5,FAF1,TNF|RTK|IIP,SignaLink
P51813,BMX,TNF|RTK|IIP,SignaLink
Q13547,HDAC1,TNF|RTK|IIP,SignaLink
P05556,ITGB1,WNT/Wingless|RTK|HH|TLR|TGF,SignaLink
Q15027,ACAP1,WNT/Wingless|RTK|HH|TLR|TGF,SignaLink
P14672,SLC2A4,WNT/Wingless|RTK|HH|TLR|TGF,SignaLink
Q9Y2G2,CARD8,IIP,SignaLink
Q9NX02,NLRP2,IIP,SignaLink
O15553,MEFV,IIP,SignaLink
O00499,BIN1,IIP,SignaLink
Q9BYX4,IFIH1,IIP,SignaLink
Q8WX94,NLRP7,RTK|IIP,SignaLink
Q9NX02,NLRP2,RTK|IIP,SignaLink
Q86W26,NLRP10,IIP,SignaLink
Q9UNN5,FAF1,IIP,SignaLink
P59046,NLRP12,BCR|TGF|TCR|Notch|TLR|IIP,SignaLink
P27695,APEX1,TLR,SignaLink
Q99731,CCL19,IIP,SignaLink
Q9NWB7,IFT57,TLR,SignaLink
Q86W26,NLRP10,TLR,SignaLink
Q9UKT9,IKZF3,TLR,SignaLink
Q8N7K0,ZNF433,IIP,SignaLink
P51659,HSD17B4,JAK/STAT|WNT/Wingless|TCR|IIP,SignaLink
Q86W26,NLRP10,JAK/STAT|WNT/Wingless|TCR|IIP,SignaLink
P01584,IL1B,TLR|JAK/STAT,SignaLink
Q8WXC3,PYDC1,IIP,SignaLink
Q5VWQ8,DAB2IP,BCR|TLR|TCR,SignaLink
Q9NXR7,BABAM2,BCR|TLR|TCR,SignaLink
P55210,CASP7,TNF|RTK,SignaLink
O00463,TRAF5,TLR,SignaLink
Q12923,PTPN13,TNF|JAK/STAT|RTK|IIP,SignaLink
P04150,NR3C1,NHR|TGF,SignaLink
Q9UKE5,TNIK,IIP,SignaLink
P49662,CASP4,IIP,SignaLink
Q9UKE5,TNIK,TLR,SignaLink
P51878,CASP5,IIP,SignaLink
Q8WUI4,HDAC7,TLR|JAK/STAT,SignaLink
Q08945,SSRP1,TLR|JAK/STAT,SignaLink
P55957,BID,TNF|RTK,SignaLink
Q15306,IRF4,TNF|RTK,SignaLink
Q8WUI4,HDAC7,TNF|RTK,SignaLink
Q02556,IRF8,TNF|RTK,SignaLink
Q8WUI4,HDAC7,IIP,SignaLink
P27930,IL1R2,RTK,SignaLink
P24864,CCNE1,TLR,SignaLink
P07911,UMOD,TNF|RTK|IIP,SignaLink
Q96A65,EXOC4,TNF|RTK|IIP,SignaLink
O60645,EXOC3,TNF|RTK|IIP,SignaLink
P11233,RALA,TLR,SignaLink
Q96KP1,EXOC2,TLR,SignaLink
P51532,SMARCA4,RTK|TLR|JAK/STAT,SignaLink
Q6GPH4,XAF1,IIP,SignaLink
Q9Y6R0,NUMBL,Notch,SignaLink
Q8IVM0,CCDC50,Notch,SignaLink
P31946,YWHAB,WNT/Wingless,SignaLink
Q15025,TNIP1,WNT/Wingless,SignaLink
O00267,SUPT5H,JAK/STAT|IIP,SignaLink
P01024,C3,TLR|JAK/STAT,SignaLink
O00187,MASP2,TLR|JAK/STAT,SignaLink
P48740,MASP1,TLR|JAK/STAT,SignaLink
P09871,C1S,TLR|JAK/STAT,SignaLink
O75762,TRPA1,TLR|JAK/STAT,SignaLink
Q9BPY8,HOPX,TLR|JAK/STAT,SignaLink
Q14186,TFDP1,TLR|JAK/STAT,SignaLink
P24864,CCNE1,JAK/STAT,SignaLink
Q9NZ08,ERAP1,TNF|RTK|IIP,SignaLink
P80303,NUCB2,TNF|RTK|IIP,SignaLink
Q9Y4A5,TRRAP,TNF|RTK|IIP,SignaLink
Q92993,KAT5,TNF|RTK|IIP,SignaLink
Q9H0E9,BRD8,TNF|RTK|IIP,SignaLink
Q9NXR8,ING3,TNF|RTK|IIP,SignaLink
Q9Y265,RUVBL1,TNF|RTK|IIP,SignaLink
Q96CV9,OPTN,TNF|RTK|IIP,SignaLink
O95619,YEATS4,TNF|RTK|IIP,SignaLink
P06870,KLK1,TNF|RTK|IIP,SignaLink
Q9Y4A5,TRRAP,TNF|RTK|TCR|IIP,SignaLink
Q9UBU8,MORF4L1,TNF|RTK|IIP,SignaLink
Q6ZRS2,SRCAP,TNF|RTK|IIP,SignaLink
Q9Y230,RUVBL2,TNF|RTK|IIP,SignaLink
Q9NPF5,DMAP1,TNF|RTK|IIP,SignaLink
Q96L91,EP400,TNF|RTK|IIP,SignaLink
O96019,ACTL6A,TNF|RTK|IIP,SignaLink
Q9Y4A5,TRRAP,TCR|NHR|TLR|RTK|JAK/STAT,SignaLink
Q96ST3,SIN3A,TCR|NHR|TLR|RTK|JAK/STAT,SignaLink
Q9UBU8,MORF4L1,TCR|NHR|TLR|RTK|JAK/STAT,SignaLink
Q9NXR8,ING3,TCR|NHR|TLR|RTK|JAK/STAT,SignaLink
P01024,C3,TCR|NHR|TLR|RTK|JAK/STAT,SignaLink
P01024,C3,IIP,SignaLink
Q96B97,SH3KBP1,BCR,SignaLink
Q9NZ08,ERAP1,BCR,SignaLink
O75461,E2F6,BCR,SignaLink
P80303,NUCB2,BCR,SignaLink
Q15910,EZH2,TNF|RTK|IIP,SignaLink
O75461,E2F6,TNF|RTK|IIP,SignaLink
O75461,E2F6,JAK/STAT|TCR|IIP,SignaLink
P27348,YWHAQ,RTK,SignaLink
Q13163,MAP2K5,RTK,SignaLink
Q9BSQ5,CCM2,BCR,SignaLink
Q9Y6Q6,TNFRSF11A,TLR|IIP,SignaLink
Q05195,MXD1,IIP,SignaLink
P61077,UBE2D3,TNF|RTK|TLR|IIP,SignaLink
P68036,UBE2L3,TNF|RTK|TLR|IIP,SignaLink
P62837,UBE2D2,IIP,SignaLink
P61077,UBE2D3,IIP,SignaLink
Q9BSQ5,CCM2,IIP,SignaLink
P68036,UBE2L3,IIP,SignaLink
O75888,TNFSF13,JAK/STAT,SignaLink
O43557,TNFSF14,JAK/STAT,SignaLink
Q02223,TNFRSF17,IIP,SignaLink
P51965,UBE2E1,IIP,SignaLink
P26599,PTBP1,JAK/STAT|TCR|IIP,SignaLink
P08648,ITGA5,JAK/STAT|TCR|IIP,SignaLink
Q7Z591,AKNA,JAK/STAT|TCR|IIP,SignaLink
O95644,NFATC1,BCR|RTK,SignaLink
P18146,EGR1,BCR|RTK,SignaLink
Q13469,NFATC2,BCR|TCR,SignaLink
Q06889,EGR3,BCR|TCR,SignaLink
Q9Y3I1,FBXO7,BCR|TCR,SignaLink
Q86WV6,STING1,IIP,SignaLink
O43255,SIAH2,IIP,SignaLink
Q8IUQ4,SIAH1,IIP,SignaLink
P60468,SEC61B,IIP,SignaLink
Q16621,NFE2,IIP,SignaLink
Q93008,USP9X,JAK/STAT|Notch|TGF|IIP,SignaLink
P68036,UBE2L3,JAK/STAT|Notch|TGF|IIP,SignaLink
Q14145,KEAP1,HH,SignaLink
Q5XUX0,FBXO31,BCR,SignaLink
Q9UKT5,FBXO4,BCR,SignaLink
Q9Y3I1,FBXO7,BCR,SignaLink
Q8TCJ0,FBXO25,BCR,SignaLink
Q9Y3I1,FBXO7,BCR|HH,SignaLink
Q16655,MLANA,RTK|Notch,SignaLink
Q8TCJ0,FBXO25,RTK|Notch,SignaLink
Q9UKT8,FBXW2,BCR|TCR|JAK/STAT,SignaLink
Q13418,ILK,RTK,SignaLink
P62136,PPP1CA,TGF,SignaLink
Q14145,KEAP1,TGF,SignaLink
P19474,TRIM21,RTK|Notch,SignaLink
Q86VP6,CAND1,RTK|Notch,SignaLink
Q13309,SKP2,RTK|Notch,SignaLink
Q13309,SKP2,RTK,SignaLink
Q63HR2,TNS2,RTK,SignaLink
Q86VP6,CAND1,IIP,SignaLink
Q9UNS2,COPS3,BCR,SignaLink
Q99460,PSMD1,BCR|HH,SignaLink
Q9NPI1,BRD7,TNF|RTK|IIP,SignaLink
Q9NPI1,BRD7,JAK/STAT|Notch|TGF|IIP,SignaLink
P62805,H4C1,JAK/STAT|Notch|TGF|IIP,SignaLink
Q9Y3M8,STARD13,JAK/STAT|Notch|TGF|IIP,SignaLink
Q9Y3M8,STARD13,JAK/STAT|IIP,SignaLink
Q14643,ITPR1,BCR,SignaLink
Q9Y3M8,STARD13,BCR,SignaLink
Q06418,TYRO3,RTK,SignaLink
O75113,N4BP1,RTK,SignaLink
P55085,F2RL1,JAK/STAT|Notch|TGF|IIP,SignaLink
Q15025,TNIP1,JAK/STAT|IIP,SignaLink
Q9NPE3,NOP10,TNF|RTK|TLR|IIP,SignaLink
P21810,BGN,BCR|HH,SignaLink
P37840,SNCA,JAK/STAT|IIP,SignaLink
Q8IUQ4,SIAH1,JAK/STAT|IIP,SignaLink
Q9Y6H5,SNCAIP,JAK/STAT|IIP,SignaLink
Q9Y297,BTRC,WNT/Wingless|BCR|RTK|HH,SignaLink
Q9Y6H5,SNCAIP,TNF|RTK,SignaLink
Q9NPI1,BRD7,HH,SignaLink
Q9UKB1,FBXW11,BCR|WNT/Wingless|TGF,SignaLink
Q9UBF6,RNF7,BCR|WNT/Wingless|TGF,SignaLink
Q15034,HERC3,BCR|WNT/Wingless|TGF,SignaLink
Q9BXN2,CLEC7A,TNF|RTK,SignaLink
Q15034,HERC3,TNF|RTK,SignaLink
Q8IVU3,HERC6,WNT/Wingless|TGF|RTK|TCR|HH|IIP,SignaLink
Q15034,HERC3,WNT/Wingless|TGF|RTK|TCR|HH|IIP,SignaLink
O15534,PER1,IIP,SignaLink
P78368,CSNK1G2,IIP,SignaLink
O15534,PER1,BCR|WNT/Wingless|TGF,SignaLink
Q9H3D4,TP63,BCR|WNT/Wingless|TGF,SignaLink
Q13127,REST,BCR|WNT/Wingless|TGF,SignaLink
P23443,RPS6KB1,WNT/Wingless|RTK,SignaLink
Q13127,REST,WNT/Wingless|RTK,SignaLink
P10071,GLI3,HH,SignaLink
Q00839,HNRNPU,WNT/Wingless|BCR|RTK|HH,SignaLink
Q9NWV8,BABAM1,BCR|TLR|TCR,SignaLink
Q00839,HNRNPU,BCR|TLR|TCR,SignaLink
Q9BWT7,CARD10,BCR|TLR|TCR,SignaLink
Q02224,CENPE,BCR|TLR|TCR,SignaLink
Q86WB0,ZC3HC1,BCR|TLR|TCR,SignaLink
P51813,BMX,BCR|TLR|TCR,SignaLink
Q9Y575,ASB3,BCR|TLR|TCR,SignaLink
P05787,KRT8,BCR|TLR|TCR,SignaLink
P46736,BRCC3,BCR|TLR|TCR,SignaLink
