Kinase_UniprotID,name,pathways,Database
Q00577,PURA,WNT/Wingless,SignaLink
Q6P2E9,EDC4,WNT/Wingless,SignaLink
Q9H0D6,XRN2,WNT/Wingless,SignaLink
Q9UL40,ZNF346,WNT/Wingless,SignaLink
Q9NZM5,NOP53,TGF,SignaLink
Q8IY81,FTSJ3,TGF,SignaLink
P11387,TOP1,TGF,SignaLink
O75569,PRKRA,TGF,SignaLink
P05455,SSB,TGF,SignaLink
O95793,STAU1,TGF,SignaLink
Q9NSD9,FARSB,TGF,SignaLink
Q8WTT2,NOC3L,TGF,SignaLink
O60812,HNRNPCL1,TGF,SignaLink
Q99848,EBNA1BP2,TGF,SignaLink
Q13310,PABPC4,TGF,SignaLink
Q9HCE1,MOV10,TGF,SignaLink
P56537,EIF6,TGF,SignaLink
Q00526,CDK3,TGF,SignaLink
Q7L2E3,DHX30,TGF,SignaLink
Q9P0K7,RAI14,TGF,SignaLink
Q9BT40,INPP5K,TNF|JAK/STAT|RTK|IIP,SignaLink
Q16543,CDC37,TNF|JAK/STAT|RTK|IIP,SignaLink
Q02790,FKBP4,TNF|JAK/STAT|RTK|IIP,SignaLink
O60716,CTNND1,TNF|JAK/STAT|RTK|IIP,SignaLink
P31948,STIP1,TNF|JAK/STAT|RTK|IIP,SignaLink
Q13451,FKBP5,TNF|RTK|TLR|IIP,SignaLink
Q6Q0C0,TRAF7,TNF|RTK|TLR|IIP,SignaLink
Q6ZNB6,NFXL1,TNF|RTK|TLR|IIP,SignaLink
P20248,CCNA2,TNF|RTK|TLR|IIP,SignaLink
O14735,CDIPT,JAK/STAT,SignaLink
O14967,CLGN,JAK/STAT,SignaLink
Q9Y4L1,HYOU1,JAK/STAT,SignaLink
P46977,STT3A,IIP,SignaLink
Q9H3K2,GHITM,RTK|TLR|JAK/STAT,SignaLink
O96018,APBA3,RTK|TLR|JAK/STAT,SignaLink
Q8TDY2,RB1CC1,RTK|TLR|JAK/STAT,SignaLink
P51116,FXR2,RTK|TLR|JAK/STAT,SignaLink
O94822,LTN1,TLR|JAK/STAT,SignaLink
O15118,NPC1,TLR|JAK/STAT,SignaLink
Q15043,SLC39A14,TLR|JAK/STAT,SignaLink
Q96KA5,CLPTM1L,TLR|JAK/STAT,SignaLink
Q4ZIN3,TMEM259,TLR|JAK/STAT,SignaLink
P33527,ABCC1,TLR|JAK/STAT,SignaLink
O75147,OBSL1,TLR|JAK/STAT,SignaLink
Q8TCJ2,STT3B,TLR|JAK/STAT,SignaLink
P61619,SEC61A1,TLR,SignaLink
Q8NE01,CNNM3,TLR,SignaLink
Q8TCT9,HM13,TLR,SignaLink
Q969M3,YIPF5,TLR,SignaLink
Q96N66,MBOAT7,TLR,SignaLink
P46977,STT3A,TLR,SignaLink
O95470,SGPL1,TLR,SignaLink
O95573,ACSL3,TLR,SignaLink
Q06787,FMR1,RTK|TLR|JAK/STAT,SignaLink
Q709F0,ACAD11,RTK|TLR|JAK/STAT,SignaLink
Q9UKV8,AGO2,RTK|TLR|JAK/STAT,SignaLink
O15260,SURF4,RTK|TLR|JAK/STAT,SignaLink
P39656,DDOST,RTK,SignaLink
Q9UBU8,MORF4L1,RTK|TLR,SignaLink
Q15014,MORF4L2,RTK|TLR,SignaLink
O95202,LETM1,TLR,SignaLink
P51116,FXR2,Notch,SignaLink
Q9UKV8,AGO2,Notch,SignaLink
Q6DT37,CDC42BPG,Notch,SignaLink
O75330,HMMR,Notch,SignaLink
Q9NVV4,MTPAP,Notch,SignaLink
Q7Z3C6,ATG9A,Notch,SignaLink
Q06787,FMR1,Notch,SignaLink
O95427,PIGN,TNF|JAK/STAT|RTK|IIP,SignaLink
Q96KA5,CLPTM1L,TNF|JAK/STAT|RTK|IIP,SignaLink
Q9UBV2,SEL1L,TNF|JAK/STAT|RTK|IIP,SignaLink
P33527,ABCC1,TNF|JAK/STAT|RTK|IIP,SignaLink
O15118,NPC1,TNF|JAK/STAT|RTK|IIP,SignaLink
P40222,TXLNA,TNF|JAK/STAT|RTK|IIP,SignaLink
O96018,APBA3,TNF|JAK/STAT|RTK|IIP,SignaLink
Q15291,RBBP5,TNF|JAK/STAT|RTK|IIP,SignaLink
Q9Y3E0,GOLT1B,TNF|JAK/STAT|RTK|IIP,SignaLink
Q8TCJ2,STT3B,TNF|JAK/STAT|RTK|IIP,SignaLink
Q9H2V7,SPNS1,TNF|JAK/STAT|RTK|IIP,SignaLink
O14735,CDIPT,TNF|JAK/STAT|RTK|IIP,SignaLink
Q9Y285,FARSA,TNF|JAK/STAT|RTK|IIP,SignaLink
Q8IWZ3,ANKHD1,TNF|JAK/STAT|RTK|IIP,SignaLink
O96005,CLPTM1,TNF|JAK/STAT|RTK|IIP,SignaLink
Q99805,TM9SF2,TNF|JAK/STAT|RTK|IIP,SignaLink
Q96N66,MBOAT7,TNF|JAK/STAT|RTK|IIP,SignaLink
Q96A33,CCDC47,TNF|JAK/STAT|RTK|IIP,SignaLink
Q8TCT9,HM13,TNF|JAK/STAT|RTK|IIP,SignaLink
P46977,STT3A,TNF|JAK/STAT|RTK|IIP,SignaLink
O15260,SURF4,TNF|JAK/STAT|RTK|IIP,SignaLink
Q9GZM5,YIPF3,TNF|JAK/STAT|RTK|IIP,SignaLink
Q9HD45,TM9SF3,TNF|JAK/STAT|RTK|IIP,SignaLink
Q92604,LPGAT1,TNF|JAK/STAT|RTK|IIP,SignaLink
O14828,SCAMP3,TNF|JAK/STAT|RTK|IIP,SignaLink
Q7L8L6,FASTKD5,TNF|JAK/STAT|RTK|IIP,SignaLink
Q96PU5,NEDD4L,TGF,SignaLink
Q9H857,NT5DC2,JAK/STAT,SignaLink
Q9Y4C2,TCAF1,RTK|TLR|JAK/STAT,SignaLink
Q86Y13,DZIP3,RTK|TLR|JAK/STAT,SignaLink
O75674,TOM1L1,RTK|TLR|JAK/STAT,SignaLink
Q96S55,WRNIP1,RTK|TLR|JAK/STAT,SignaLink
P39656,DDOST,RTK|TLR|JAK/STAT,SignaLink
Q9NVW2,RLIM,TGF,SignaLink
Q9NP58,ABCB6,JAK/STAT|Notch|TGF|IIP,SignaLink
Q8IZ07,ANKRD13A,JAK/STAT|Notch|TGF|IIP,SignaLink
Q9UM00,TMCO1,IIP,SignaLink
Q05048,CSTF1,IIP,SignaLink
Q86TG7,PEG10,TNF,SignaLink
Q96EP0,RNF31,TNF,SignaLink
Q9BYM8,RBCK1,TLR,SignaLink
E9PAV3,NACA,IIP,SignaLink
Q8N3L3,TXLNB,TLR,SignaLink
P83436,COG7,TLR,SignaLink
Q9UP83,COG5,TNF,SignaLink
Q8N1F8,STK11IP,TLR|JAK/STAT,SignaLink
Q9H1C4,UNC93B1,IIP,SignaLink
O60763,USO1,IIP,SignaLink
Q8IV45,UNC5CL,IIP,SignaLink
Q9UJY5,GGA1,WNT/Wingless|RTK|TGF|TLR|TCR,SignaLink
P51684,CCR6,IIP,SignaLink
P40424,PBX1,IIP,SignaLink
Q03164,KMT2A,IIP,SignaLink
P40426,PBX3,NHR,SignaLink
Q03164,KMT2A,NHR,SignaLink
O00470,MEIS1,NHR,SignaLink
Q15369,ELOC,NHR,SignaLink
Q9H672,ASB7,NHR,SignaLink
Q8WXI3,ASB10,NHR,SignaLink
A6NK59,ASB14,NHR,SignaLink
P40424,PBX1,NHR,SignaLink
Q9H7Z6,KAT8,NHR,SignaLink
Q6ZVZ8,ASB18,NHR,SignaLink
P27487,DPP4,NHR,SignaLink
Q93034,CUL5,NHR,SignaLink
Q9Y543,HES2,NHR,SignaLink
P23771,GATA3,WNT/Wingless,SignaLink
P10242,MYB,RTK,SignaLink
Q07157,TJP1,WNT/Wingless,SignaLink
P10242,MYB,WNT/Wingless,SignaLink
O43474,KLF4,WNT/Wingless,SignaLink
Q8TE73,DNAH5,WNT/Wingless,SignaLink
P46940,IQGAP1,WNT/Wingless,SignaLink
O15145,ARPC3,WNT/Wingless,SignaLink
P50552,VASP,WNT/Wingless,SignaLink
Q9BPW8,NIPSNAP1,WNT/Wingless,SignaLink
Q14847,LASP1,WNT/Wingless,SignaLink
Q9H0W8,SMG9,RTK,SignaLink
Q8ND04,SMG8,RTK,SignaLink
P38919,EIF4A3,RTK,SignaLink
P61326,MAGOH,RTK|TGF|TCR|IIP,SignaLink
P62495,ETF1,RTK|TGF|TCR|IIP,SignaLink
P46940,IQGAP1,RTK|TGF|TCR|IIP,SignaLink
Q9HAU5,UPF2,RTK|TGF|TCR|IIP,SignaLink
P62913,RPL11,RTK|TGF|TCR|IIP,SignaLink
Q9HAU5,UPF2,RTK,SignaLink
P62249,RPS16,RTK,SignaLink
Q9BZI7,UPF3B,RTK,SignaLink
P11940,PABPC1,RTK,SignaLink
P46940,IQGAP1,RTK,SignaLink
P62424,RPL7A,RTK,SignaLink
P0DP23,CALM1,WNT/Wingless|TGF|TCR,SignaLink
Q09161,NCBP1,WNT/Wingless|TGF|TCR,SignaLink
O95793,STAU1,WNT/Wingless|TGF|TCR,SignaLink
Q06787,FMR1,WNT/Wingless|TGF|TCR,SignaLink
P11171,EPB41,RTK|TGF|TCR|IIP,SignaLink
Q92993,KAT5,RTK|TGF|TCR|IIP,SignaLink
P51677,CCR3,IIP,SignaLink
O95477,ABCA1,IIP,SignaLink
P11171,EPB41,JAK/STAT|RTK|TGF|TLR|IIP,SignaLink
O75364,PITX3,JAK/STAT|RTK|TGF|TLR|IIP,SignaLink
P04271,S100B,JAK/STAT|RTK|TGF|TLR|IIP,SignaLink
P46940,IQGAP1,BCR|TLR,SignaLink
P15311,EZR,BCR|TLR,SignaLink
Q9NP85,NPHS2,BCR|TLR,SignaLink
Q92900,UPF1,BCR|TLR,SignaLink
Q13263,TRIM28,BCR|RTK,SignaLink
P67809,YBX1,BCR|RTK,SignaLink
Q7Z5L9,IRF2BP2,BCR|RTK,SignaLink
P00749,PLAU,BCR|RTK,SignaLink
Q9H0W8,SMG9,BCR|RTK,SignaLink
P40424,PBX1,TLR,SignaLink
Q6STE5,SMARCD3,TLR,SignaLink
P51532,SMARCA4,TLR,SignaLink
Q92769,HDAC2,TLR,SignaLink
O43474,KLF4,TLR,SignaLink
P28702,RXRB,NHR,SignaLink
P23769,GATA2,NHR,SignaLink
Q01543,FLI1,NHR,SignaLink
P14859,POU2F1,NHR,SignaLink
P46940,IQGAP1,NHR,SignaLink
P31260,HOXA10,IIP,SignaLink
P41225,SOX3,IIP,SignaLink
P09914,IFIT1,RTK,SignaLink
P26038,MSN,BCR|TGF,SignaLink
P15311,EZR,BCR|TGF,SignaLink
Q14242,SELPLG,BCR|TGF,SignaLink
O14576,DYNC1I1,WNT/Wingless|TGF|RTK|TCR|HH|IIP,SignaLink
Q13561,DCTN2,WNT/Wingless|TGF|RTK|TCR|HH|IIP,SignaLink
Q14203,DCTN1,WNT/Wingless|TGF|RTK|TCR|HH|IIP,SignaLink
P16109,SELP,TGF|JAK/STAT,SignaLink
P16581,SELE,TGF|JAK/STAT,SignaLink
P14151,SELL,TGF|JAK/STAT,SignaLink
P14151,SELL,JAK/STAT,SignaLink
P16109,SELP,JAK/STAT,SignaLink
P16581,SELE,JAK/STAT,SignaLink
P78325,ADAM8,JAK/STAT,SignaLink
P41161,ETV5,JAK/STAT,SignaLink
P31269,HOXA9,JAK/STAT,SignaLink
P05106,ITGB3,TCR|IIP,SignaLink
P05109,S100A8,TCR|IIP,SignaLink
P06702,S100A9,TCR|IIP,SignaLink
P52565,ARHGDIA,TCR|IIP,SignaLink
P19878,NCF2,RTK|TGF|TCR|IIP,SignaLink
P05109,S100A8,RTK|TGF|TCR|IIP,SignaLink
P06702,S100A9,RTK|TGF|TCR|IIP,SignaLink
P19634,SLC9A1,RTK|TGF|TCR|IIP,SignaLink
P19634,SLC9A1,RTK,SignaLink
P19634,SLC9A1,TNF|RTK|IIP,SignaLink
P19634,SLC9A1,WNT/Wingless,SignaLink
O14745,SLC9A3R1,WNT/Wingless,SignaLink
O14745,SLC9A3R1,WNT/Wingless|TCR|IIP,SignaLink
Q12891,HYAL2,TGF,SignaLink
Q14103,HNRNPD,TGF,SignaLink
Q06265,EXOSC9,JAK/STAT,SignaLink
Q06265,EXOSC9,WNT/Wingless|TGF|RTK|TCR|HH|IIP,SignaLink
Q01094,E2F1,WNT/Wingless|TGF|RTK|TCR|HH|IIP,SignaLink
P30307,CDC25C,WNT/Wingless|TGF|RTK|TCR|HH|IIP,SignaLink
Q01538,MYT1,WNT/Wingless|TGF|RTK|TCR|HH|IIP,SignaLink
P30260,CDC27,WNT/Wingless|TGF|RTK|TCR|HH|IIP,SignaLink
P11388,TOP2A,WNT/Wingless,SignaLink
Q15691,MAPRE1,TNF|RTK|IIP,SignaLink
P06493,CDK1,TNF|RTK|IIP,SignaLink
P61024,CKS1B,IIP,SignaLink
P02766,TTR,IIP,SignaLink
P05546,SERPIND1,WNT/Wingless|TGF|TCR,SignaLink
P35579,MYH9,WNT/Wingless|TGF|TCR,SignaLink
P07996,THBS1,WNT/Wingless|TGF|TCR,SignaLink
P59665,DEFA1,WNT/Wingless|TGF|TCR,SignaLink
P69905,HBA1,WNT/Wingless|TGF|TCR,SignaLink
P60709,ACTB,WNT/Wingless|TGF|TCR,SignaLink
P20160,AZU1,WNT/Wingless|TGF|TCR,SignaLink
P10909,CLU,WNT/Wingless|TGF|TCR,SignaLink
P01023,A2M,WNT/Wingless|TGF|TCR,SignaLink
P01009,SERPINA1,WNT/Wingless|TGF|TCR,SignaLink
P01011,SERPINA3,WNT/Wingless|TGF|TCR,SignaLink
P01024,C3,WNT/Wingless|TGF|TCR,SignaLink
P09871,C1S,WNT/Wingless|TGF|TCR,SignaLink
P01591,JCHAIN,WNT/Wingless|TGF|TCR,SignaLink
P02768,ALB,WNT/Wingless|TGF|TCR,SignaLink
Q9BWP8,COLEC11,IIP,SignaLink
P27169,PON1,IIP,SignaLink
Q13201,MMRN1,IIP,SignaLink
P48668,KRT6C,IIP,SignaLink
P35542,SAA4,IIP,SignaLink
P0DJI8,SAA1,IIP,SignaLink
P13647,KRT5,IIP,SignaLink
P35908,KRT2,IIP,SignaLink
P04264,KRT1,IIP,SignaLink
Q06033,ITIH3,IIP,SignaLink
P02675,FGB,IIP,SignaLink
P00734,F2,IIP,SignaLink
P02671,FGA,IIP,SignaLink
P02679,FGG,IIP,SignaLink
P07225,PROS1,IIP,SignaLink
P03951,F11,IIP,SignaLink
P13645,KRT10,IIP,SignaLink
P35527,KRT9,JAK/STAT,SignaLink
P02533,KRT14,JAK/STAT,SignaLink
P19827,ITIH1,JAK/STAT,SignaLink
P08779,KRT16,JAK/STAT,SignaLink
P00450,CP,JAK/STAT,SignaLink
P27918,CFP,JAK/STAT,SignaLink
P48426,PIP4K2A,JAK/STAT,SignaLink
P62807,H2BC4,JAK/STAT,SignaLink
P02765,AHSG,JAK/STAT,SignaLink
P02649,APOE,JAK/STAT,SignaLink
P04196,HRG,JAK/STAT,SignaLink
P01042,KNG1,JAK/STAT,SignaLink
P48740,MASP1,JAK/STAT,SignaLink
P20671,H2AC7,JAK/STAT,SignaLink
P98066,TNFAIP6,JAK/STAT,SignaLink
P02647,APOA1,JAK/STAT,SignaLink
P19823,ITIH2,JAK/STAT,SignaLink
P00742,F10,JAK/STAT,SignaLink
P18428,LBP,TLR,SignaLink
O95810,CAVIN2,TLR,SignaLink
P02760,AMBP,TLR,SignaLink
P01031,C5,TLR,SignaLink
Q15485,FCN2,TLR,SignaLink
O00187,MASP2,TLR,SignaLink
P02745,C1QA,TLR,SignaLink
Q86YZ3,HRNR,TLR,SignaLink
Q5D862,FLG2,TLR,SignaLink
P10646,TFPI,TLR,SignaLink
Q13103,SPP2,TLR,SignaLink
P00751,CFB,TLR,SignaLink
P02743,APCS,TLR,SignaLink
O43866,CD5L,TLR,SignaLink
Q8WWA0,ITLN1,TLR,SignaLink
P12259,F5,TLR,SignaLink
P01008,SERPINC1,TLR,SignaLink
P08603,CFH,TLR,SignaLink
P01833,PIGR,TLR,SignaLink
P01701,IGLV1-51,TLR,SignaLink
P06312,IGKV4-1,TLR,SignaLink
P01876,IGHA1,TLR,SignaLink
P04003,C4BPA,TLR,SignaLink
P01871,IGHM,BCR,SignaLink
P23083,IGHV1-2,BCR,SignaLink
P01780,IGHV3-7,BCR,SignaLink
P0C0L5,C4B,BCR,SignaLink
P01764,IGHV3-23,BCR,SignaLink
P19652,ORM2,BCR,SignaLink
P01619,IGKV3-20,BCR,SignaLink
P06310,IGKV2-30,BCR,SignaLink
P68871,HBB,BCR,SignaLink
P00738,HP,BCR,SignaLink
P01857,IGHG1,BCR,SignaLink
P02745,C1QA,BCR,SignaLink
P02747,C1QC,BCR,SignaLink
Q92622,RUBCN,BCR,SignaLink
P01877,IGHA2,BCR,SignaLink
P13498,CYBA,IIP,SignaLink
P04211,IGLV7-43,IIP,SignaLink
P01859,IGHG2,IIP,SignaLink
Q8NEB9,PIK3C3,WNT/Wingless,SignaLink
P13498,CYBA,WNT/Wingless,SignaLink
Q99570,PIK3R4,WNT/Wingless,SignaLink
Q92622,RUBCN,WNT/Wingless,SignaLink
Q14457,BECN1,WNT/Wingless,SignaLink
O14763,TNFRSF10B,IIP,SignaLink
P52566,ARHGDIB,WNT/Wingless,SignaLink
O00220,TNFRSF10A,TNF|RTK|TLR|IIP,SignaLink
Q8IWL2,SFTPA1,IIP,SignaLink
P35247,SFTPD,IIP,SignaLink
P21145,MAL,IIP,SignaLink
P21145,MAL,TLR,SignaLink
P60709,ACTB,TLR,SignaLink
P35611,ADD1,TLR,SignaLink
Q9NYL9,TMOD3,TLR,SignaLink
Q00610,CLTC,TLR,SignaLink
Q15149,PLEC,TLR,SignaLink
P21926,CD9,TLR,SignaLink
Q9P2Y5,UVRAG,TNF|RTK|IIP,SignaLink
Q9GZY6,LAT2,TNF|RTK|IIP,SignaLink
Q03001,DST,TNF|RTK|IIP,SignaLink
P60033,CD81,BCR|TCR|JAK/STAT,SignaLink
Q9Y337,KLK5,RTK|TCR|JAK/STAT,SignaLink
Q9P0G3,KLK14,IIP,SignaLink
P45880,VDAC2,TNF|TCR|JAK/STAT,SignaLink
Q16611,BAK1,TNF|TCR|JAK/STAT,SignaLink
Q9Y5Y4,PTGDR2,TNF|TCR|JAK/STAT,SignaLink
Q676U5,ATG16L1,TNF|WNT/Wingless|RTK|TGF,SignaLink
P20930,FLG,TGF|JAK/STAT,SignaLink
Q5D862,FLG2,TGF|JAK/STAT,SignaLink
P23510,TNFSF4,TGF|JAK/STAT,SignaLink
P01854,IGHE,TGF|JAK/STAT,SignaLink
P35247,SFTPD,TGF|JAK/STAT,SignaLink
P11940,PABPC1,TGF|JAK/STAT,SignaLink
A1L020,MEX3A,RTK,SignaLink
Q6ZN04,MEX3B,RTK,SignaLink
Q99626,CDX2,RTK,SignaLink
P04406,GAPDH,RTK,SignaLink
P61769,B2M,RTK,SignaLink
Q9UL18,AGO1,RTK,SignaLink
P04439,HLA-A,RTK,SignaLink
P12838,DEFA4,RTK,SignaLink
Q01523,DEFA5,RTK,SignaLink
Q01524,DEFA6,RTK,SignaLink
Q9HC16,APOBEC3G,RTK,SignaLink
P02765,AHSG,TLR,SignaLink
O95721,SNAP29,TLR,SignaLink
Q13627,DYRK1A,HH,SignaLink
P54803,GALC,HH,SignaLink
P41212,ETV6,HH,SignaLink
Q12815,TROAP,HH,SignaLink
Q92734,TFG,HH,SignaLink
P61962,DCAF7,HH,SignaLink
Q01538,MYT1,HH,SignaLink
O15027,SEC16A,HH,SignaLink
Q5VU43,PDE4DIP,HH,SignaLink
Q96PK6,RBM14,HH,SignaLink
Q8NDH2,CCDC168,HH,SignaLink
Q15643,TRIP11,HH,SignaLink
Q08379,GOLGA2,HH,SignaLink
P17612,PRKACA,WNT/Wingless|RTK|HH|TCR|IIP,SignaLink
P31323,PRKAR2B,WNT/Wingless|RTK|HH|TCR|IIP,SignaLink
Q5VU43,PDE4DIP,WNT/Wingless|RTK|HH|TCR|IIP,SignaLink
O15027,SEC16A,WNT/Wingless|RTK|HH|TCR|IIP,SignaLink
Q8NB25,FAM184A,WNT/Wingless|RTK|HH|TCR|IIP,SignaLink
Q76N32,CEP68,WNT/Wingless|RTK|HH|TCR|IIP,SignaLink
Q15717,ELAVL1,WNT/Wingless|RTK|HH|TCR|IIP,SignaLink
Q13283,G3BP1,WNT/Wingless|RTK|HH|TCR|IIP,SignaLink
Q01085,TIAL1,WNT/Wingless|RTK|HH|TCR|IIP,SignaLink
Q8N138,ORMDL3,WNT/Wingless|RTK|HH|TCR|IIP,SignaLink
Q9UBT7,CTNNAL1,TNF|WNT/Wingless|RTK|TGF,SignaLink
Q14872,MTF1,TNF|WNT/Wingless|RTK|TGF,SignaLink
Q9HCE1,MOV10,TNF|WNT/Wingless|RTK|TGF,SignaLink
Q16611,BAK1,TNF|WNT/Wingless|RTK|TGF,SignaLink
P32247,BRS3,TNF|WNT/Wingless|RTK|TGF,SignaLink
Q16558,KCNMB1,BCR|TCR,SignaLink
P17676,CEBPB,WNT/Wingless|RTK|TGF|TLR|TCR,SignaLink
P17096,HMGA1,WNT/Wingless|RTK|TGF|TLR|TCR,SignaLink
Q9UP65,PLA2G4C,RTK,SignaLink
P17096,HMGA1,WNT/Wingless,SignaLink
P17676,CEBPB,WNT/Wingless,SignaLink
P08047,SP1,WNT/Wingless,SignaLink
P22415,USF1,RTK,SignaLink
Q96PL1,SCGB3A2,RTK,SignaLink
Q16558,KCNMB1,RTK,SignaLink
P49862,KLK7,RTK,SignaLink
Q9BRZ2,TRIM56,RTK,SignaLink
P0C0L4,C4A,RTK,SignaLink
Q7Z7M0,MEGF8,TCR,SignaLink
Q8N2S1,LTBP4,TCR,SignaLink
P17096,HMGA1,RTK,SignaLink
P67870,CSNK2B,RTK,SignaLink
O00555,CACNA1A,RTK,SignaLink
Q9BVA1,TUBB2B,RTK,SignaLink
P07942,LAMB1,RTK,SignaLink
Q9Y3T9,NOC2L,RTK,SignaLink
Q7Z5H3,ARHGAP22,RTK,SignaLink
O95153,TSPOAP1,RTK,SignaLink
Q9UEW3,MARCO,RTK,SignaLink
Q14683,SMC1A,RTK,SignaLink
O60216,RAD21,RTK,SignaLink
P27635,RPL10,RTK,SignaLink
Q93097,WNT2B,RTK,SignaLink
P55795,HNRNPH2,RTK,SignaLink
Q5SWA1,PPP1R15B,RTK,SignaLink
P37198,NUP62,JAK/STAT,SignaLink
O15265,ATXN7,JAK/STAT,SignaLink
Q92956,TNFRSF14,JAK/STAT,SignaLink
P62328,TMSB4X,JAK/STAT,SignaLink
O60216,RAD21,JAK/STAT,SignaLink
P51504,ZNF80,JAK/STAT,SignaLink
O75369,FLNB,RTK|JAK/STAT,SignaLink
P23528,CFL1,RTK|JAK/STAT,SignaLink
Q9Y3D2,MSRB2,RTK|JAK/STAT,SignaLink
Q13643,FHL3,RTK|JAK/STAT,SignaLink
P63172,DYNLT1,RTK|JAK/STAT,SignaLink
P18077,RPL35A,RTK|JAK/STAT,SignaLink
Q9NQW5,PRDM7,RTK|TCR|IIP,SignaLink
P27816,MAP4,RTK|TCR|IIP,SignaLink
O60216,RAD21,RTK|TCR|IIP,SignaLink
Q9NPJ4,PNRC2,RTK|TCR|IIP,SignaLink
P62195,PSMC5,RTK|TCR|IIP,SignaLink
P33241,LSP1,NHR,SignaLink
Q9BZS1,FOXP3,NHR,SignaLink
Q13503,MED21,NHR,SignaLink
P15531,NME1,NHR,SignaLink
P41182,BCL6,WNT/Wingless,SignaLink
P24534,EEF1B2,TGF|JAK/STAT,SignaLink
P31260,HOXA10,TGF|JAK/STAT,SignaLink
O94768,STK17B,TGF|JAK/STAT,SignaLink
P45880,VDAC2,TGF|JAK/STAT,SignaLink
P21796,VDAC1,TGF|JAK/STAT,SignaLink
P98088,MUC5AC,TGF|JAK/STAT,SignaLink
Q9UNH7,SNX6,JAK/STAT,SignaLink
P05023,ATP1A1,JAK/STAT,SignaLink
P13796,LCP1,TCR|IIP,SignaLink
Q7Z7J9,CAMK2N1,NHR|TGF,SignaLink
Q13505,MTX1,NHR|TGF,SignaLink
Q13547,HDAC1,NHR|TGF,SignaLink
P15311,EZR,NHR|TGF,SignaLink
P35247,SFTPD,BCR|RTK|TLR|TCR,SignaLink
Q8IWL2,SFTPA1,BCR|RTK|TLR|TCR,SignaLink
Q9UGM3,DMBT1,BCR|RTK|TLR|TCR,SignaLink
Q969D9,TSLP,JAK/STAT,SignaLink
P52292,KPNA2,JAK/STAT,SignaLink
P08514,ITGA2B,JAK/STAT,SignaLink
Q01196,RUNX1,RTK,SignaLink
P51580,TPMT,BCR|TLR,SignaLink
P22732,SLC2A5,WNT/Wingless,SignaLink
Q01094,E2F1,TCR,SignaLink
P10070,GLI2,JAK/STAT,SignaLink
Q9BXW4,MAP1LC3C,TNF,SignaLink
Q14596,NBR1,TNF,SignaLink
Q13263,TRIM28,TNF,SignaLink
Q15047,SETDB1,TNF,SignaLink
P10606,COX5B,RTK|JAK/STAT,SignaLink
P35354,PTGS2,TCR|NHR|TLR|RTK|JAK/STAT,SignaLink
Q13105,ZBTB17,TCR|NHR|TLR|RTK|JAK/STAT,SignaLink
P06748,NPM1,TCR|NHR|TLR|RTK|JAK/STAT,SignaLink
P32246,CCR1,IIP,SignaLink
O95816,BAG2,BCR|TLR,SignaLink
P35354,PTGS2,BCR|TLR,SignaLink
Q99933,BAG1,BCR|TLR,SignaLink
Q9BVG3,TRIM62,BCR|TLR|TCR,SignaLink
Q969V5,MUL1,BCR|TLR|TCR,SignaLink
P10242,MYB,BCR|TLR|TCR,SignaLink
O15392,BIRC5,BCR|TLR|TCR,SignaLink
P34947,GRK5,TCR|IIP,SignaLink
P17947,SPI1,TCR|IIP,SignaLink
Q92570,NR4A3,NHR,SignaLink
P50552,VASP,NHR,SignaLink
P35354,PTGS2,RTK|JAK/STAT,SignaLink
O60516,EIF4EBP3,RTK|JAK/STAT,SignaLink
P12004,PCNA,Notch|JAK/STAT,SignaLink
P28715,ERCC5,Notch|JAK/STAT,SignaLink
P10809,HSPD1,TCR,SignaLink
P06576,ATP5F1B,TCR,SignaLink
P25705,ATP5F1A,TCR,SignaLink
P49411,TUFM,TCR,SignaLink
P12235,SLC25A4,TCR,SignaLink
Q99798,ACO2,TCR,SignaLink
P00505,GOT2,TCR,SignaLink
Q00325,SLC25A3,TCR,SignaLink
P48047,ATP5PO,TCR,SignaLink
O60516,EIF4EBP3,TCR,SignaLink
P40939,HADHA,TCR,SignaLink
P24539,ATP5PB,TCR,SignaLink
P21796,VDAC1,TCR,SignaLink
P55084,HADHB,TCR,SignaLink
P04181,OAT,TCR,SignaLink
O75964,ATP5MG,TCR,SignaLink
P00403,MT-CO2,TCR,SignaLink
P40926,MDH2,TCR,SignaLink
P30049,ATP5F1D,TCR,SignaLink
P78527,PRKDC,TCR,SignaLink
Q8N983,MRPL43,TCR,SignaLink
P09429,HMGB1,TCR,SignaLink
P13010,XRCC5,TCR,SignaLink
P22314,UBA1,TCR,SignaLink
P09874,PARP1,TCR,SignaLink
Q9NTJ3,SMC4,TCR,SignaLink
Q14683,SMC1A,TCR,SignaLink
P26583,HMGB2,TCR,SignaLink
Q9UQE7,SMC3,TCR,SignaLink
P43246,MSH2,TCR,SignaLink
P23246,SFPQ,TCR,SignaLink
Q9BYH8,NFKBIZ,TCR,SignaLink
P23526,AHCY,TCR,SignaLink
P17096,HMGA1,TCR,SignaLink
P02545,LMNA,TCR,SignaLink
P27797,CALR,TCR,SignaLink
O60264,SMARCA5,TCR,SignaLink
Q96AE4,FUBP1,TGF,SignaLink
Q7L1Q6,BZW1,TGF,SignaLink
P43243,MATR3,TGF,SignaLink
O00422,SAP18,HH,SignaLink
Q9UHX1,PUF60,HH,SignaLink
